,YEAR,JOB_TITLE,BRANCH,JOB_LOCATION,LOC_STATE,LOC_REGION
7927,2015,Controls engineer,EEE,Silchar,Seven Sisters,East
7928,2020,Computer network architect,CSE/IT,Udaipur,Rajasthan,West
7929,2016,Automation engineer,MEC,Gangtok,Seven Sisters,East
7930,2017,Geotechnical engineer,CIV,Mysore,Karnataka,South
7931,2017,Web developer,CSE/IT,Jaipur,Rajasthan,West
7932,2015,Telecom engineer,ECE,Noida,Uttar Pradesh,North
7933,2015,Chemical engineer,CHEM,Lucknow,Uttar Pradesh,North
7934,2015,Electrical design engineer,EEE,Ranchi,Jharkhnad,Central
7935,2012,Broadcast engineer,EEE,Gangtok,Seven Sisters,East
7936,2021,Automation engineer,MEC,Shimla,Himachal Pradesh,North
7937,2012,Electrical project manager,EEE,Bilaspur,Himachal Pradesh,North
7938,2021,Construction engineer,MEC,Chennai,Tamil Nadu,South
7939,2016,Process design engineer,CHEM,Pune,Maharashtra,Central
7940,2016,Engineering management,CIV,Durgapur,West Bengal,East
7941,2021,Environmental waste management,CHEM,Raipur,Chattisgarh,Central
7942,2017,Software analyst,ECE,Panaji,Goa,South
7943,2013,Aerospace engineer,MEC,Durgapur,West Bengal,East
7944,2017,Environmental waste management,CHEM,Surat,Gujarat,West
7945,2014,Embedded system engineer,ECE,Vadodara,Gujarat,West
7946,2013,Public health engineer,CIV,Khammam,Telangana,South
7947,2018,System architect,CSE/IT,Kochi,Kerala,South
7948,2019,Electrical design engineer,EEE,Jamshedpur,Jharkhnad,Central
7949,2015,Web developer,CSE/IT,Jammu,Jammu and Kashmir,North
7950,2015,Electrical design engineer,EEE,Indore,Madhya Pradesh,Central
7951,2019,Communication engineer,ECE,Itanagar,Seven Sisters,East
7952,2020,Chemical engineer,CHEM,Jaipur,Rajasthan,West
7953,2012,Geotechnical engineer,CIV,Gangtok,Seven Sisters,East
7954,2016,Quality engineer,MEC,Madurai,Tamil Nadu,South
7955,2017,Electrical engineer,EEE,Bilaspur,Himachal Pradesh,North
7956,2016,Petroleum engineer,CHEM,Tirupathi,Andhra Pradesh,South
7957,2019,App developer,CSE/IT,Jaipur,Rajasthan,West
7958,2017,Thermal engineer,MEC,Mysore,Karnataka,South
7959,2016,Telecom engineer,ECE,Haridwar,Uttarakhand,North
7960,2014,Quality engineer,MEC,Rourkela,Orissa,Central
7961,2016,Quality engineer,MEC,Roorkee,Uttarakhand,North
7962,2015,Product designer,MEC,Jammu,Jammu and Kashmir,North
7963,2017,Microelectrical engineer,EEE,Madurai,Tamil Nadu,South
7964,2016,Structural engineer,MEC,Vadodara,Gujarat,West
7965,2020,Material engineer,CHEM,Aizawal,Seven Sisters,East
7966,2011,Electrical engineer,EEE,Visakhapatnam,Andhra Pradesh,South
7967,2021,Microelectrical engineer,EEE,Dhanbad,Jharkhnad,Central
7968,2019,Environmental engineer,CIV,Gaya,Bihar,Central
7969,2012,Database administrator,CSE/IT,Raigarh,Chattisgarh,Central
7970,2015,Land surveyor,CIV,Jalandhar,Punjab,North
7971,2014,Network planning engineer,ECE,Howrah,West Bengal,East
7972,2013,Environmental engineer,CIV,Roorkee,Uttarakhand,North
7973,2011,Construction engineer,MEC,Mysore,Karnataka,South
7974,2017,Architect,CIV,Raigarh,Chattisgarh,Central
7975,2016,Construction engineer,MEC,Pune,Maharashtra,Central
7976,2018,Field test engineer,ECE,Chandigarh,Punjab,North
7977,2011,Database administrator,CSE/IT,Rourkela,Orissa,Central
7978,2017,Information security analyst,CSE/IT,Khammam,Telangana,South
7979,2020,Electrical project manager,EEE,Amritsar,Punjab,North
7980,2012,App developer,CSE/IT,Panaji,Goa,South
7981,2018,Automation engineer,MEC,Visakhapatnam,Andhra Pradesh,South
7982,2016,Field test engineer,ECE,Tirupathi,Andhra Pradesh,South
7983,2020,Thermal engineer,MEC,Tirupathi,Andhra Pradesh,South
7984,2017,Process safety engineer,CHEM,Nellore,Andhra Pradesh,South
7985,2021,AI engineer,CSE/IT,Bilaspur,Himachal Pradesh,North
7986,2013,Architect,CIV,Jodhpur,Rajasthan,West
7987,2016,Production engineer,MEC,Amritsar,Punjab,North
7988,2021,Database administrator,CSE/IT,Jodhpur,Rajasthan,West
7989,2011,Telecommunication engineer,EEE,Madurai,Tamil Nadu,South
7990,2013,UX designer,CSE/IT,Itanagar,Seven Sisters,East
7991,2014,System architect,CSE/IT,Ahmedabad,Gujarat,West
7992,2017,Service engineer,ECE,Lucknow,Uttar Pradesh,North
7993,2018,Environmental waste management,CHEM,Allahabad,Uttar Pradesh,North
7994,2018,UX designer,CSE/IT,Ranchi,Jharkhnad,Central
7995,2019,Construction engineer,MEC,Durgapur,West Bengal,East
7996,2019,Manufacturing engineer,MEC,Raigarh,Chattisgarh,Central
7997,2019,Process safety engineer,CHEM,Hyderabad,Telangana,South
7998,2021,Plant process engineer,CHEM,Jalandhar,Punjab,North
7999,2016,Aerospace engineer,MEC,Vellore,Tamil Nadu,South
8000,2018,UX designer,CSE/IT,Nellore,Andhra Pradesh,South
8001,2020,Manufacturing engineer,MEC,Madurai,Tamil Nadu,South
8002,2019,Transportation engineer,CIV,Jamshedpur,Jharkhnad,Central
8003,2019,technician,CHEM,Jodhpur,Rajasthan,West
8004,2013,Plant process engineer,CHEM,Lucknow,Uttar Pradesh,North
8005,2011,AI engineer,CSE/IT,Surat,Gujarat,West
8006,2015,Material engineer,CHEM,Surat,Gujarat,West
8007,2014,Engineering management,CIV,Vijayawada,Andhra Pradesh,South
8008,2013,Product engineer,CHEM,Kohina,Seven Sisters,East
8009,2011,Construction engineer,MEC,Howrah,West Bengal,East
8010,2019,Manufacturing engineer,MEC,Dhanbad,Jharkhnad,Central
8011,2020,Environmental waste management,CHEM,Chandigarh,Punjab,North
8012,2013,Database administrator,CSE/IT,Pune,Maharashtra,Central
8013,2014,System architect,CSE/IT,Allahabad,Uttar Pradesh,North
8014,2011,Petroleum engineer,CHEM,Gandhinagar,Gujarat,West
8015,2014,Electrical project manager,EEE,Ranchi,Jharkhnad,Central
8016,2021,Petroleum engineer,CHEM,Shillong,Seven Sisters,East
8017,2011,AI engineer,CSE/IT,Jammu,Jammu and Kashmir,North
8018,2011,IT project manager,CSE/IT,Durgapur,West Bengal,East
8019,2018,Quality engineer,MEC,Shimla,Himachal Pradesh,North
8020,2021,Computer network architect,CSE/IT,Dispur,Seven Sisters,East
8021,2015,Telecommunication engineer,EEE,Thiruvananthapuram,Kerala,South
8022,2017,Software analyst,ECE,Bilaspur,Himachal Pradesh,North
8023,2020,Service engineer,ECE,Rourkela,Orissa,Central
8024,2019,Information security analyst,CSE/IT,Imphal,Seven Sisters,East
8025,2021,Embedded system engineer,ECE,Jodhpur,Rajasthan,West
8026,2020,Manufacturing engineer,MEC,Dhanbad,Jharkhnad,Central
8027,2014,Microelectrical engineer,EEE,Dehradun,Uttarakhand,North
8028,2019,Production engineer,MEC,Imphal,Seven Sisters,East
8029,2021,Petroleum engineer,CHEM,Guwahati,Seven Sisters,East
8030,2020,Quality engineer,MEC,Amritsar,Punjab,North
8031,2020,Product engineer,CHEM,Thiruvananthapuram,Kerala,South
8032,2014,Chemical engineer,CHEM,Hyderabad,Telangana,South
8033,2020,Environmental waste management,CHEM,Noida,Uttar Pradesh,North
8034,2016,Systems engineer,EEE,Lucknow,Uttar Pradesh,North
8035,2018,Substation technician,EEE,Bengaluru,Karnataka,South
8036,2015,Manufacturing engineer,MEC,Ahmedabad,Gujarat,West
8037,2017,Process design engineer,CHEM,Howrah,West Bengal,East
8038,2021,Land surveyor,CIV,Nellore,Andhra Pradesh,South
8039,2018,Architect,CIV,Shillong,Seven Sisters,East
8040,2011,Substation technician,EEE,Jamshedpur,Jharkhnad,Central
8041,2017,AI engineer,CSE/IT,Vellore,Tamil Nadu,South
8042,2018,Transportation engineer,CIV,Warangal,Telangana,South
8043,2016,UX designer,CSE/IT,Howrah,West Bengal,East
8044,2012,Structural engineer,MEC,Pune,Maharashtra,Central
8045,2013,Plant process engineer,CHEM,Jaipur,Rajasthan,West
8046,2020,Service engineer,ECE,Kanpur,Uttar Pradesh,North
8047,2020,Electronics engineer,ECE,Noida,Uttar Pradesh,North
8048,2019,IT project manager,CSE/IT,Allahabad,Uttar Pradesh,North
8049,2018,Microelectrical engineer,EEE,Gurgaon,Haryana,West
8050,2011,Field test engineer,ECE,Pune,Maharashtra,Central
8051,2019,Construction engineer,MEC,Warangal,Telangana,South
8052,2015,Thermal engineer,MEC,Hyderabad,Telangana,South
8053,2011,Management consultant,MEC,Allahabad,Uttar Pradesh,North
8054,2011,App developer,CSE/IT,Allahabad,Uttar Pradesh,North
8055,2018,System architect,CSE/IT,Kanpur,Uttar Pradesh,North
8056,2018,IT project manager,CSE/IT,Vadodara,Gujarat,West
8057,2011,Software developer,CSE/IT,Kanpur,Uttar Pradesh,North
8058,2016,Drafter,CIV,Bilaspur,Himachal Pradesh,North
8059,2019,Aerospace engineer,MEC,Khammam,Telangana,South
8060,2017,Database administrator,CSE/IT,Rourkela,Orissa,Central
8061,2014,Chemical plant director,CHEM,Allahabad,Uttar Pradesh,North
8062,2015,Quality engineer,MEC,Howrah,West Bengal,East
8063,2016,Process design engineer,CHEM,Mumbai,Maharashtra,Central
8064,2016,Web developer,CSE/IT,Jaipur,Rajasthan,West
8065,2016,Transportation engineer,CIV,Gandhinagar,Gujarat,West
8066,2018,Public health engineer,CIV,Gaya,Bihar,Central
8067,2017,Management consultant,MEC,Gurgaon,Haryana,West
8068,2012,Transportation engineer,CIV,Bhubaneswar,Orissa,Central
8069,2020,Chemical plant director,CHEM,Madurai,Tamil Nadu,South
8070,2021,Software analyst,ECE,Dehradun,Uttarakhand,North
8071,2013,Software developer,CSE/IT,Panipat,Haryana,West
8072,2013,Plant process engineer,CHEM,Chandigarh,Punjab,North
8073,2015,Construction manager,CIV,Itanagar,Seven Sisters,East
8074,2021,Telecom engineer,ECE,Khammam,Telangana,South
8075,2021,App developer,CSE/IT,Noida,Uttar Pradesh,North
8076,2018,Transportation engineer,CIV,Bhopal,Madhya Pradesh,Central
8077,2015,Service engineer,ECE,Dhanbad,Jharkhnad,Central
8078,2018,Web developer,CSE/IT,Dharwad,Karnataka,South
8079,2017,Telecommunication engineer,EEE,Allahabad,Uttar Pradesh,North
8080,2012,Land surveyor,CIV,Shimla,Himachal Pradesh,North
8081,2011,Construction manager,CIV,Indore,Madhya Pradesh,Central
8082,2013,Systems engineer,EEE,Allahabad,Uttar Pradesh,North
8083,2017,Software developer,CSE/IT,Indore,Madhya Pradesh,Central
8084,2011,Engineering management,CIV,Rourkela,Orissa,Central
8085,2015,Controls engineer,EEE,Bhopal,Madhya Pradesh,Central
8086,2019,Geotechnical engineer,CIV,Dehradun,Uttarakhand,North
8087,2019,Telecom engineer,ECE,Puri,Orissa,Central
8088,2017,Substation technician,EEE,Tirupathi,Andhra Pradesh,South
8089,2020,Architect,CIV,Bhopal,Madhya Pradesh,Central
8090,2016,Hardware engineer,EEE,Hyderabad,Telangana,South
8091,2013,Process safety engineer,CHEM,Shimla,Himachal Pradesh,North
8092,2015,Product designer,MEC,Noida,Uttar Pradesh,North
8093,2019,Product designer,MEC,Panaji,Goa,South
8094,2014,AI engineer,CSE/IT,Allahabad,Uttar Pradesh,North
8095,2018,Petroleum engineer,CHEM,Chennai,Tamil Nadu,South
8096,2011,Drafter,CIV,Udaipur,Rajasthan,West
8097,2018,Urban planning engineer,CIV,Chennai,Tamil Nadu,South
8098,2015,Construction manager,CIV,Tirupathi,Andhra Pradesh,South
8099,2011,System architect,CSE/IT,Madurai,Tamil Nadu,South
8100,2015,Urban planning engineer,CIV,Udaipur,Rajasthan,West
8101,2016,Construction manager,CIV,Pune,Maharashtra,Central
8102,2017,Telecom engineer,ECE,Panipat,Haryana,West
8103,2014,Field test engineer,ECE,Durgapur,West Bengal,East
8104,2016,Controls engineer,EEE,Imphal,Seven Sisters,East
8105,2019,Information security analyst,CSE/IT,Jammu,Jammu and Kashmir,North
8106,2014,Quality engineer,MEC,Shillong,Seven Sisters,East
8107,2019,Material engineer,CHEM,Warangal,Telangana,South
8108,2018,Microelectrical engineer,EEE,Nellore,Andhra Pradesh,South
8109,2011,Structural engineer,MEC,Dispur,Seven Sisters,East
8110,2013,Land surveyor,CIV,Kochi,Kerala,South
8111,2018,Management consultant,MEC,Gandhinagar,Gujarat,West
8112,2012,Chemical engineer,CHEM,Allahabad,Uttar Pradesh,North
8113,2016,Chemical engineer,CHEM,Ahmedabad,Gujarat,West
8114,2016,Process safety engineer,CHEM,Gurgaon,Haryana,West
8115,2014,Production engineer,MEC,Haridwar,Uttarakhand,North
8116,2011,Information security analyst,CSE/IT,Vijayawada,Andhra Pradesh,South
8117,2015,technician,CHEM,Visakhapatnam,Andhra Pradesh,South
8118,2011,Network planning engineer,ECE,Ranchi,Jharkhnad,Central
8119,2017,Electrical engineer,EEE,Dispur,Seven Sisters,East
8120,2011,Chemical engineer,CHEM,Jamshedpur,Jharkhnad,Central
8121,2017,Quality engineer,MEC,Chennai,Tamil Nadu,South
8122,2018,Chemical plant director,CHEM,Vijayawada,Andhra Pradesh,South
8123,2017,Telecom engineer,ECE,Khammam,Telangana,South
8124,2013,Network planning engineer,ECE,Kochi,Kerala,South
8125,2011,Embedded system engineer,ECE,Gandhinagar,Gujarat,West
8126,2012,Public health engineer,CIV,Amritsar,Punjab,North
8127,2014,Structural engineer,MEC,Gurgaon,Haryana,West
8128,2019,Management consultant,MEC,Dharwad,Karnataka,South
8129,2021,Telecom engineer,ECE,Dehradun,Uttarakhand,North
8130,2016,Aerospace engineer,MEC,Pune,Maharashtra,Central
8131,2011,Substation technician,EEE,Puri,Orissa,Central
8132,2021,Urban planning engineer,CIV,Dispur,Seven Sisters,East
8133,2020,Telecommunication engineer,EEE,Pune,Maharashtra,Central
8134,2015,Management consultant,MEC,Gaya,Bihar,Central
8135,2011,Public health engineer,CIV,Visakhapatnam,Andhra Pradesh,South
8136,2015,Engineering management,CIV,Panaji,Goa,South
8137,2015,Environmental engineer,CIV,Shimla,Himachal Pradesh,North
8138,2020,Electronics engineer,ECE,Vadodara,Gujarat,West
8139,2013,Software analyst,ECE,Rourkela,Orissa,Central
8140,2014,Land surveyor,CIV,Howrah,West Bengal,East
8141,2015,Process safety engineer,CHEM,Khammam,Telangana,South
8142,2013,Electrical design engineer,EEE,Noida,Uttar Pradesh,North
8143,2017,Chemical engineer,CHEM,Gaya,Bihar,Central
8144,2011,Material engineer,CHEM,Jalandhar,Punjab,North
8145,2019,Geotechnical engineer,CIV,Durgapur,West Bengal,East
8146,2013,UX designer,CSE/IT,Srinagar,Jammu and Kashmir,North
8147,2015,Material engineer,CHEM,Kolkata,West Bengal,East
8148,2016,Systems engineer,EEE,Vellore,Tamil Nadu,South
8149,2021,Product designer,MEC,Khammam,Telangana,South
8150,2018,UX designer,CSE/IT,Haridwar,Uttarakhand,North
8151,2014,AI engineer,CSE/IT,Lucknow,Uttar Pradesh,North
8152,2017,Plant process engineer,CHEM,Guwahati,Seven Sisters,East
8153,2013,Manufacturing engineer,MEC,Chennai,Tamil Nadu,South
8154,2011,Computer network architect,CSE/IT,Nagpur,Maharashtra,Central
8155,2020,Product designer,MEC,Jammu,Jammu and Kashmir,North
8156,2013,Public health engineer,CIV,Jammu,Jammu and Kashmir,North
8157,2012,Telecommunication engineer,EEE,Raipur,Chattisgarh,Central
8158,2018,Embedded system engineer,ECE,Noida,Uttar Pradesh,North
8159,2017,Electrical design engineer,EEE,Tirupathi,Andhra Pradesh,South
8160,2014,technician,CHEM,Kolkata,West Bengal,East
8161,2014,Land surveyor,CIV,Bengaluru,Karnataka,South
8162,2021,Petroleum engineer,CHEM,Mysore,Karnataka,South
8163,2017,Chemical plant director,CHEM,Bhopal,Madhya Pradesh,Central
8164,2020,Aerospace engineer,MEC,Itanagar,Seven Sisters,East
8165,2013,Database administrator,CSE/IT,Indore,Madhya Pradesh,Central
8166,2015,Substation technician,EEE,Srinagar,Jammu and Kashmir,North
8167,2015,Construction engineer,MEC,Gurgaon,Haryana,West
8168,2018,Geotechnical engineer,CIV,Surat,Gujarat,West
8169,2018,Controls engineer,EEE,Bhubaneswar,Orissa,Central
8170,2014,IT project manager,CSE/IT,Dispur,Seven Sisters,East
8171,2017,Service engineer,ECE,Gwalior,Madhya Pradesh,Central
8172,2018,Land surveyor,CIV,Surat,Gujarat,West
8173,2021,Construction manager,CIV,Mysore,Karnataka,South
8174,2021,Electronics design engineer,ECE,Durgapur,West Bengal,East
8175,2019,Web developer,CSE/IT,Amritsar,Punjab,North
8176,2015,Manufacturing engineer,MEC,Rourkela,Orissa,Central
8177,2019,Automation engineer,MEC,Gwalior,Madhya Pradesh,Central
8178,2020,Transportation engineer,CIV,Silchar,Seven Sisters,East
8179,2013,Drafter,CIV,Dhanbad,Jharkhnad,Central
8180,2014,technician,CHEM,Patna,Bihar,Central
8181,2014,Public health engineer,CIV,Nellore,Andhra Pradesh,South
8182,2021,Database administrator,CSE/IT,Lucknow,Uttar Pradesh,North
8183,2016,Web developer,CSE/IT,Bilaspur,Himachal Pradesh,North
8184,2020,Automation engineer,MEC,Vadodara,Gujarat,West
8185,2020,Manufacturing engineer,MEC,Nellore,Andhra Pradesh,South
8186,2019,Plant process engineer,CHEM,Mysore,Karnataka,South
8187,2019,App developer,CSE/IT,Amritsar,Punjab,North
8188,2014,Manufacturing engineer,MEC,Mysore,Karnataka,South
8189,2020,Substation technician,EEE,Ahmedabad,Gujarat,West
8190,2014,Web developer,CSE/IT,Vellore,Tamil Nadu,South
8191,2014,Aerospace engineer,MEC,Jamshedpur,Jharkhnad,Central
8192,2012,UX designer,CSE/IT,Bengaluru,Karnataka,South
8193,2012,IT project manager,CSE/IT,Raipur,Chattisgarh,Central
8194,2011,Petroleum engineer,CHEM,Allahabad,Uttar Pradesh,North
8195,2021,Geotechnical engineer,CIV,Raipur,Chattisgarh,Central
8196,2019,UX designer,CSE/IT,Visakhapatnam,Andhra Pradesh,South
8197,2020,Thermal engineer,MEC,Dehradun,Uttarakhand,North
8198,2017,Structural engineer,MEC,Shimla,Himachal Pradesh,North
8199,2019,Engineering management,CIV,Bengaluru,Karnataka,South
8200,2015,Instrumentation engineer,ECE,Kochi,Kerala,South
8201,2012,Engineering management,CIV,Bengaluru,Karnataka,South
8202,2013,Engineering management,CIV,Durgapur,West Bengal,East
8203,2015,Environmental engineer,CIV,Guwahati,Seven Sisters,East
8204,2015,Communication engineer,ECE,Dharwad,Karnataka,South
8205,2019,Thermal engineer,MEC,Durgapur,West Bengal,East
8206,2018,Instrumentation engineer,ECE,Gaya,Bihar,Central
8207,2019,Product engineer,CHEM,Udaipur,Rajasthan,West
8208,2013,Web developer,CSE/IT,Silchar,Seven Sisters,East
8209,2013,Product engineer,CHEM,Jalandhar,Punjab,North
8210,2012,Software developer,CSE/IT,Bhopal,Madhya Pradesh,Central
8211,2014,Plant process engineer,CHEM,Allahabad,Uttar Pradesh,North
8212,2016,Systems engineer,EEE,Indore,Madhya Pradesh,Central
8213,2016,Process safety engineer,CHEM,Kanpur,Uttar Pradesh,North
8214,2015,Instrumentation engineer,ECE,Jamshedpur,Jharkhnad,Central
8215,2011,Thermal engineer,MEC,Pune,Maharashtra,Central
8216,2015,Computer network architect,CSE/IT,Panipat,Haryana,West
8217,2017,Systems engineer,EEE,Jalandhar,Punjab,North
8218,2016,Architect,CIV,Kohina,Seven Sisters,East
8219,2017,Software developer,CSE/IT,Tirupathi,Andhra Pradesh,South
8220,2014,Database administrator,CSE/IT,Jalandhar,Punjab,North
8221,2019,UX designer,CSE/IT,Mumbai,Maharashtra,Central
8222,2015,IT project manager,CSE/IT,Guwahati,Seven Sisters,East
8223,2021,Process safety engineer,CHEM,Surat,Gujarat,West
8224,2021,Software developer,CSE/IT,Shillong,Seven Sisters,East
8225,2016,Hardware engineer,EEE,Visakhapatnam,Andhra Pradesh,South
8226,2011,Urban planning engineer,CIV,Jamshedpur,Jharkhnad,Central
8227,2020,Plant process engineer,CHEM,Kanpur,Uttar Pradesh,North
8228,2016,Architect,CIV,Raipur,Chattisgarh,Central
8229,2018,Automation engineer,MEC,Howrah,West Bengal,East
8230,2021,technician,CHEM,Kochi,Kerala,South
8231,2019,Web developer,CSE/IT,Udaipur,Rajasthan,West
8232,2011,Geotechnical engineer,CIV,Gandhinagar,Gujarat,West
8233,2012,Software developer,CSE/IT,Chandigarh,Punjab,North
8234,2017,Product designer,MEC,Visakhapatnam,Andhra Pradesh,South
8235,2017,Drafter,CIV,Guwahati,Seven Sisters,East
8236,2019,Urban planning engineer,CIV,Chennai,Tamil Nadu,South
8237,2013,Drafter,CIV,Gandhinagar,Gujarat,West
